Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,_50%,PFS,Ca,Sk,Information
Blötdjur,Kärrgrässnäcka,Vallonia enniensis,Nationellt utdöd RE,,,,,,,,,,,,
Blötdjur,Kärrpuppsnäcka,Pupilla alpicola pratensis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Blötdjur,Lamellsnäcka,Spermodea lamellata,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: A2bc; B2ab(ii,iii,iv,v)"
Blötdjur,Lappländsk ärtmussla,Pisidium hinzi,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Laxrosa kamnuding,Catriona aurantia,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Blötdjur,Leptochiton alveolus,Leptochiton alveolus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Blötdjur,Lepton squamosum,Lepton squamosum,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Liktandad dvärgmussla,Crenella decussata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Limatula gwyni,Limatula gwyni,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Limatula subauriculata,Limatula subauriculata,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Linjebusknuding,Hero formosa,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Linjesnyltnuding,Favorinus blianus,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Linssnäcka,Helicigona lapicida,,,,,,,,,,,x,,"Blockrika miljöer, även i skog."
Blötdjur,Liostomia afzelii,Liostomia afzelii,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Liostomia clavula,Liostomia clavula,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Liostomia hansgei,Liostomia hansgei,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Liten pilsnäcka,Curtitoma trevelliana,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Långsprödmussla,Abra prismatica,,,,,,,,,,,,,
Blötdjur,Malletia pianii,Malletia pianii,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Melanella alba,Melanella alba,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Melanella monterosatoi,Melanella monterosatoi,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Melanella polita,Melanella polita,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Melarhaphe neritoides,Melarhaphe neritoides,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Mindre bandtångsnäcka,Pusillina inconspicua,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Mindre fläckhavsmandel,Philine punctata,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(ii)
Blötdjur,Mindre kalksnäcka,Candidula unifasciata,,,,,,,,,,,x,,"Förekommer på öppen, kalkpåverkad ängsmark i Skåne och på Öland"
Blötdjur,Mindre lagunsnäcka,Lacuna parva,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Mindre sammetssnäcka,Velutina plicatilis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Mindre träsnäcka,Scaphander punctostriatus,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Modiolus cimbricus,Modiolus cimbricus,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)
Blötdjur,Montacuta substriata,Montacuta substriata,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Musculus niger,Musculus niger,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(i,ii,iii)"
Blötdjur,Mångprickig kottnuding,Doto millbayana,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Nordborstnuding,Gulenia borealis,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,iii)+2ab(i,iii); D2"
Blötdjur,Nuculana minuta,Nuculana minuta,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2bc
Blötdjur,Nätgurknuding,Palio nothus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Blötdjur,Nålsnäcka,Platyla polita,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(iii,iv,v)+2ab(iii,iv,v)"
Blötdjur,Odostomia turrita,Odostomia turrita,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Odostomia unidentata,Odostomia unidentata,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Oenopota violacea,Oenopota violacea,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Ondina diaphana,Ondina diaphana,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Ondina divisa,Ondina divisa,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Ondina obliqua,Ondina obliqua,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Ondina perezi,Ondina perezi,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Orangebandad kamnuding,Trinchesia foliata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1+2
Blötdjur,Otandad grynsnäcka,Vertigo genesii,Nära hotad NT,,,,,II,,,,,,,"Rödlistekriterium 2020: B2b(iii,iv,v)

Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet."
Blötdjur,Palliolum incomparabile,Palliolum incomparabile,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(i)
Blötdjur,Panomya norvegica,Panomya norvegica,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Parthenina interstincta,Parthenina interstincta,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Parvicardium exiguum,Parvicardium exiguum,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Parvicardium hauniense,Parvicardium hauniense,Sårbar VU,,,,x,,,,,,,,"Rödlistekriterium 2020: D2

Estuarier (1130)"
Blötdjur,Pelseneeria stylifera,Pelseneeria stylifera,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Pilsnäcka,Propebela turricula,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Poromya granulata,Poromya granulata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Praktnuding,Facelina auriculata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Prickig kamnuding,Rubramoena amoena,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Blötdjur,Prickig sköldnuding,Knoutsodonta pusilla,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Propebela scalaris,Propebela scalaris,,,,,,,,,,,,,
Blötdjur,Propebela scalaroides,Propebela scalaroides,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Propilidium exiguum,Propilidium exiguum,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Pseudosetia turgida,Pseudosetia turgida,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Pulsellum lofotense,Pulsellum lofotense,Nationellt utdöd RE,,,,,,,,,,,,
Blötdjur,Puncturella noachina,Puncturella noachina,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Purpursnäcka,Nucella lapillus,,,,,x,,,,,,,,Rev (1170)
Blötdjur,Pärlhavsmandel,Laona quadrata,Akut hotad CR,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Raphitoma concinna,Raphitoma concinna,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Raphitoma echinata,Raphitoma echinata,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Raphitoma purpurea,Raphitoma purpurea,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Rosa rusknuding,Cumanotus beaumonti,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Rundläppad skivsnäcka,Anisus spirorbis,,,,,,,,,,,,,
Blötdjur,Ryggsäcksnäcka,Hedylopsis spiculifera,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Röd glasögonnuding,Rostanga rubra,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Rödbrun kometnuding,Embletonia pulchra,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Rödfläckig rygghorning,Amphorina linensis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Rösegrynsnäcka,Vertigo alpestris,,,,,,,,,,,x,,"Blockrika miljöer, även i skog"
Blötdjur,Sandmussla,Mya arenaria,,,,,x,,,,,,,,Blottade ler- och sandbottnar (1140)
Blötdjur,Scrobicularia plana,Scrobicularia plana,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Sibirisk kamgälsnäcka,Valvata sibirica,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Blötdjur,Sidensnäcka,Euomphalia strigella,,,,,,,,,,,x,,"Förekommer i träd- och buskbärande ängs- och betesmarker, gärna med rösen och murar. Lokalt vanliga i östra Sverige, sällsynta i väster"
Blötdjur,Similipecten similis,Similipecten similis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Sirlig skivsnäcka,Anisus vorticulus,Kunskapsbrist DD,,,,,"II, IV",,4a§,,,,,"Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Sirlig skivsnäcka (Anisus vorticulus) är fridlyst enligt 4 a § i hela landet. i hela landet."
Blötdjur,Sjökanin,Roxania utriculus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)
Blötdjur,Skaftmussla,Nuculana pernula,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: A2b
Blötdjur,Skeneopsis planorbis,Skeneopsis planorbis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Skogsdvärgsnäcka,Carychium tridentatum,,,,,x,,,,,,,,Högörtängar (6430)
Blötdjur,Skrovlig hjärtmussla,Parvicardium scabrum,,,,,,,,,,,,,
Blötdjur,Skörthavsmandel,Laona pruinosa,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(ii)
Blötdjur,Slät klippspolsnäcka,Balea sarsii,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Slät skruvsnäcka,Columella edentula,,,,,x,,,,,,,,Högörtängar (6430)
Blötdjur,Smal dammsnäcka,Omphiscola glabra,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Blötdjur,Smalgrynsnäcka,Vertigo angustior,,,,,,II,,,,,x,,"Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet.

Förekommer på hävdade våtmarker, t.ex. kalkfuktängar"
Blötdjur,Smalspiresnäcka,Ebala nitidissima,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Småhövdad marsipansnäcka,Limapontia depressa,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Spetsig riskornssnäcka,Volvulella acuminata,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Spetsträdnuding,Dendronotus elegans,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Spiralinella spiralis,Spiralinella spiralis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Spisula elliptica,Spisula elliptica,,,,,x,,,,,,,,Sublittorala sandbankar (1110)
Blötdjur,Spisula solida,Spisula solida,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Spolsnäckor,Clausiliidae,,,,,,,,,,,x,,"Träd, buskar och ved, blockrika miljöer, även i skog. Många arter indikerar god artdiversitet och god kontinuitet, oavsett biotop."
Blötdjur,Spräcklig kottnuding,Doto cuspidata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Blötdjur,Stenosemus albus,Stenosemus albus,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Stjärnkottnuding,Doto hystrix,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Stor kammussla,Pecten maximus,,,,,x,,,,,,,,Sublittorala sandbankar (1110)
Blötdjur,Stor skålsnäcka,Patella vulgata,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: D
Blötdjur,Stor tusensnäcka,Peringia ulvae,,,,,x,,,,,,,,Blottade ler- och sandbottnar (1140)
Blötdjur,Stor östersjömussla,Macoma calcarea,,,,,,,,,,,,,
Blötdjur,Storbubblig sköldnuding,Adalaria loveni,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Strimmig klippspolsnäcka,Balea perversa,,,,,x,,,,,,,,Uppspruckna kalkstenshällmarker (8240)
Blötdjur,Större agatsnäcka,Cochlicopa nitens,Starkt hotad EN,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Blötdjur,Större bandtångsnäcka,Rissoa membranacea,,,,,x,,,,,,,,Stora vikar och sund (1160)
Blötdjur,Större barksnäcka,Ena montana,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1a+2a
Blötdjur,Större fläckhavsmandel,Philine catena,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Större grynsnäcka,Vertigo moulinsiana,Sårbar VU,,,,,II,,,,,,,"Rödlistekriterium 2020: D2

Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet."
Blötdjur,Större kalksnäcka,Xeroplexa intersecta,,,,,,,,,,,x,,"Förekommer på öppen, kalkpåverkad ängsmark i Skåne och på Öland"
Blötdjur,Större vindeltrappa,Epitonium turtonis,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)+2ab(i,ii,iii)"
Blötdjur,Större äggätarnuding,Calma glaucoides,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Sumpkamgälsnäcka,Valvata macrostoma,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Blötdjur,Svartfläckig sköldnuding,Knoutsodonta inconspicua,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Svartvit skennuding,Ercolania nigra,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Taggkottnuding,Doto pinnatifida,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Taggsäcksnäcka,Asperspina brambelli,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Talochlamys pusio,Talochlamys pusio,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Tandlösing,Graphis albida,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Tandsnäcka,Perforatella bidentata,Nära hotad NT,,,,,,,,,,x,,"Rödlistekriterium 2020: B2a

Förekommer på hävdade våtmarker, t.ex. kalkfuktängar"
Blötdjur,Taranis borealis,Taranis borealis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Taranis moerchii,Taranis moerchii,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Thesbia nana,Thesbia nana,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Blötdjur,Thracia gracilis,Thracia gracilis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Tjockskalig målarmussla,Unio crassus,Starkt hotad EN,x,,,x,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: A2ab

Mindre vattendrag (3260)

Större vattendrag (3210)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Tjockskalig målarmussla (Unio crassus) är fridlyst enligt 4 a § i hela landet."
Blötdjur,Tjockvårtig havscitron,Doris nobilis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Trekantig ärtmussla,Pisidium supinum,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Trelobsblading,Hermaea bifida,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1+2
Blötdjur,Trophonopsis barvicensis,Trophonopsis barvicensis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Trubbig sandmussla,Mya truncata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: A2ac
Blötdjur,Tvåtandad spolsnäcka,Alinda biplicata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Blötdjur,Typhlomangelia nivalis,Typhlomangelia nivalis,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Vertigo,Vertigo,,,,,,,,,,,x,,"Många arter indikerar god artdiversitet och god kontinuitet, oavsett biotop."
Blötdjur,Vindeltornsnäcka,Boreotrophon truncatus,Akut hotad CR,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii)"
Blötdjur,Virvelkrake,Eledone cirrhosa,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: C2a(i)
Blötdjur,Vitfläckig kamnuding,Zelentia pustulata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Vitglanssnäcka,Nesovitrea petronella,,,,,x,,,,,,,,Högörtängar (6430)
Blötdjur,Vitreolina philippi sensu Warén,Vitreolina philippi sensu Warén,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Vittoppad borstnuding,Carronella pellucida,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Vädurmussla,Glossus humanus,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Vänstervriden tornsnäcka,Marshallora adversa,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Vårtkottnuding,Doto tuberculata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1+2
Blötdjur,Y-tecknad snigelkott,Aeolidia filomenae,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Yoldiella nana,Yoldiella nana,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Äggbubblig sköldnuding,Adalaria proxima,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Äkta målarmussla,Unio pictorum,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)"
Blötdjur,Ängsdvärgsnäcka,Carychium minimum,,,,,x,,,,,,,,Högörtängar (6430)
Blötdjur,Ängsgrässnäcka,Vallonia pulchella,,,,,x,,,,,,,,Högörtängar (6430)
Blötdjur,Ålgräsnuding,Aeolidiella glauca,,,,,x,,,,,,,,Stora vikar och sund (1160)
Blötdjur,Ögonfläckig stumpnuding,Aegires punctilucens,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Blötdjur,Öländsk alvarsnäcka,Helicopsis striata,,,,,x,,,,,,,,Uppspruckna kalkstenshällmarker (8240)
Blötdjur,Östersjömussla,Limecola balthica,,,,,x,,,,,,,,Blottade ler- och sandbottnar (1140)
Blötdjur,Östlig snytessnäcka,Bithynia transsilvanica,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Blötdjur,Östlig ärtmussla,Pisidium dilatatum,Kunskapsbrist DD,,,,,,,,,,,,
Blötdjur,Östspolsnäcka,Bulgarica cana,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D2
Däggdjur,Barbastell,Barbastella barbastellus,Nära hotad NT,x,,,,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: A3c

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Barbastell (Barbastella barbastellus) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Bechsteins fladdermus,Myotis bechsteinii,Starkt hotad EN,,,,,"II, IV",,4a§,,,,3.0,"Rödlistekriterium 2020: D

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Bechsteins fladdermus (Myotis bechsteinii) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
Däggdjur,Brunbjörn,Ursus arctos,Nära hotad NT,,,,,IV,,4a§,,,,4.0,"Rödlistekriterium 2020: D1

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Brunbjörn (Ursus arctos) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 25 x 25 km."
Däggdjur,Brunlångöra,Plecotus auritus,Nära hotad NT,,,,x,IV,,4a§,,,,,"Rödlistekriterium 2020: A2bc

Grottor (8310)

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Brunlångöra (Plecotus auritus) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Buskmus,Sicista betulina,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Buskmus (Sicista betulina) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Dammfladdermus,Myotis dasycneme,Nära hotad NT,,,,,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: D1

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Dammfladdermus (Myotis dasycneme) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Dvärgpipistrell,Pipistrellus pygmaeus,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Dvärgpipistrell (Pipistrellus pygmaeus) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Eurasiatisk skogsvarg,Canis lupus lupus,Starkt hotad EN,,,,,IV,,4a§,,,,5.0,"Rödlistekriterium 2020: D

Arten kräver noggrant skydd enligt art- och habitatdirektivet. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet.

Varg (Canis lupus) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 50 x 50 km."
Däggdjur,Fjällräv,Vulpes lagopus,Starkt hotad EN,x,,,,"II, IV",,4a§,,,,4.0,"Rödlistekriterium 2020: D

Arten är en prioriterad art enligt art- och habitatdirektivet där den är upptagen i bilaga 2 eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Fjällräv (Vulpes lagopus) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 25 x 25 km."
Däggdjur,Fransfladdermus,Myotis nattereri,Nära hotad NT,,,,x,IV,,4a§,,,,,"Grottor (8310)

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Fransfladdermus (Myotis nattereri) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Grålångöra,Plecotus austriacus,Akut hotad CR,,,,,IV,,4a§,,,,,"Rödlistekriterium 2020: D

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Grålångöra (Plecotus austriacus) är fridlyst enligt 4 a § i hela landet.i hela landet."
Däggdjur,Gråskimlig fladdermus,Vespertilio murinus,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Gråskimlig fladdermus (Vespertilio murinus) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Gråsäl,Halichoerus grypus,,,,,x,II,,,,,,,"Skär och små öar i Östersjön (1620)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. "
Däggdjur,Hasselmus,Muscardinus avellanarius,,,,,,IV,,4a§,,,,,"Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Hasselmus (Muscardinus avellanarius) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Igelkott,Erinaceus europaeus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2a
Däggdjur,Järv,Gulo gulo,Sårbar VU,,,,,II,,4a§,,,,5.0,"Rödlistekriterium 2020: D1

Arten är en prioriterad art enligt art- och habitatdirektivet där den är upptagen i bilaga 2 eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten kräver noggrant skydd enligt en nationell svensk bedömning eller till följd av ett internationellt åtagande.

Järv (Gulo gulo) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 50 x 50 km."
Däggdjur,Knubbsäl,Phoca vitulina,,,,,x,II,,,,,,,"Skär och små öar i Östersjön (1620)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. "
Däggdjur,Knubbsäl (östersjöpopulationen),Phoca vitulina (Baltic population),Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Däggdjur,Kronhjort,Cervus elaphus elaphus,Nära hotad NT,,,,,,,,,,,,
Däggdjur,Lo,Lynx lynx,Sårbar VU,,,,,"II, IV",,4a§,,,,4.0,"Rödlistekriterium 2020: C1; D1

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Lodjur (Lynx lynx) är fridlyst enligt 4 a § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 25 x 25 km."
Däggdjur,Mindre brunfladdermus,Nyctalus leisleri,Sårbar VU,,,,,IV,,4a§,,,,,"Rödlistekriterium 2020: D1

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Mindre brunfladdermus (Nyctalus leisleri) är fridlyst enligt 4 a § i hela landet."
Däggdjur,Mustaschfladdermus,Myotis mystacinus,,,,,x,IV,,4a§,,,,,"Grottor (8310)

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Mustaschfladdermus (Myotis mystacinus) är fridlyst enligt 4 a § i hela landet."
